"group","counterbalance","block_type","block","delay_condition","trial","chosen","unchosen","offer_left_image","offer_right_image","exp_value_chosen","exp_value_unchosen","choice_location","choice_key","exp_value1","exp_value2","exp_value3","exp_value4","reward","coins_per_block","coins_per_task","ITI_duration","rt_deadline","choice_feedback_duration","outcome_duration","subject","rt"
"ADHD","start_with_long_delay"," test",3,7,21,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,11,44,1,6,0.5,1,"3i8lkN5J",0.532252899836749
"ADHD","start_with_long_delay"," test",3,7,22,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,11,44,1,6,0.5,1,"3i8lkN5J",0.527161200065166
"ADHD","start_with_long_delay"," test",3,7,23,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,12,45,1,6,0.5,1,"3i8lkN5J",0.635506900027394
"ADHD","start_with_long_delay"," test",3,7,24,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,0,12,45,1,6,0.5,1,"3i8lkN5J",0.497329999925569
"ADHD","start_with_long_delay"," test",3,7,25,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,13,46,1,6,0.5,1,"3i8lkN5J",1.73796509997919
"ADHD","start_with_long_delay"," test",4,1,1,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,1,47,1,6,0.5,1,"3i8lkN5J",2.63216709997505
"ADHD","start_with_long_delay"," test",4,1,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,2,48,1,6,0.5,1,"3i8lkN5J",1.74194320011884
"ADHD","start_with_long_delay"," test",4,1,3,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,2,48,1,6,0.5,1,"3i8lkN5J",0.626721400069073
"ADHD","start_with_long_delay"," test",4,1,4,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,3,49,1,6,0.5,1,"3i8lkN5J",0.69073999999091
"ADHD","start_with_long_delay"," test",4,1,5,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,3,49,1,6,0.5,1,"3i8lkN5J",0.724121799925342
"ADHD","start_with_long_delay"," test",4,1,6,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,3,49,1,6,0.5,1,"3i8lkN5J",0.591909800190479
"ADHD","start_with_long_delay"," test",4,1,7,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,3,49,1,6,0.5,1,"3i8lkN5J",0.767754199914634
"ADHD","start_with_long_delay"," test",4,1,8,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,4,50,1,6,0.5,1,"3i8lkN5J",0.479373800102621
"ADHD","start_with_long_delay"," test",4,1,9,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,5,51,1,6,0.5,1,"3i8lkN5J",0.792642699787393
"ADHD","start_with_long_delay"," test",4,1,10,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,5,51,1,6,0.5,1,"3i8lkN5J",1.12500600004569
"ADHD","start_with_long_delay"," test",4,1,11,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,5,51,1,6,0.5,1,"3i8lkN5J",0.726115099852905
"ADHD","start_with_long_delay"," test",4,1,12,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,5,51,1,6,0.5,1,"3i8lkN5J",0.400611399905756
"ADHD","start_with_long_delay"," test",4,1,13,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,6,52,1,6,0.5,1,"3i8lkN5J",0.578634100034833
"ADHD","start_with_long_delay"," test",4,1,14,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,7,53,1,6,0.5,1,"3i8lkN5J",0.411432000109926
"ADHD","start_with_long_delay"," test",4,1,15,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,7,53,1,6,0.5,1,"3i8lkN5J",1.211800100049
"ADHD","start_with_long_delay"," test",4,1,16,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,7,53,1,6,0.5,1,"3i8lkN5J",0.545224100118503
"ADHD","start_with_long_delay"," test",4,1,17,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,7,53,1,6,0.5,1,"3i8lkN5J",0.752002499997616
"ADHD","start_with_long_delay"," test",4,1,18,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,8,54,1,6,0.5,1,"3i8lkN5J",0.511442799819633
"ADHD","start_with_long_delay"," test",4,1,19,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,9,55,1,6,0.5,1,"3i8lkN5J",0.482654899824411
"ADHD","start_with_long_delay"," test",4,1,20,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,9,55,1,6,0.5,1,"3i8lkN5J",1.2196553000249
"ADHD","start_with_long_delay"," test",4,1,21,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,9,55,1,6,0.5,1,"3i8lkN5J",0.475916400086135
"ADHD","start_with_long_delay"," test",4,1,22,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,10,56,1,6,0.5,1,"3i8lkN5J",0.74732039985247
"ADHD","start_with_long_delay"," test",4,1,23,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,11,57,1,6,0.5,1,"3i8lkN5J",0.66440389980562
"ADHD","start_with_long_delay"," test",4,1,24,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,12,58,1,6,0.5,1,"3i8lkN5J",0.551714699948207
"ADHD","start_with_long_delay"," test",4,1,25,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,13,59,1,6,0.5,1,"3i8lkN5J",0.777011099969968
"ADHD","start_with_long_delay"," test",5,7,1,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,0,59,1,6,0.5,1,"3i8lkN5J",0.777421299833804
"ADHD","start_with_long_delay"," test",5,7,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,1,60,1,6,0.5,1,"3i8lkN5J",0.448172699892893
"ADHD","start_with_long_delay"," test",5,7,3,2,4,2,4,0.45,0.65," left",1,0.35,0.45,0.55,0.65,0,1,60,1,6,0.5,1,"3i8lkN5J",1.2988083998207
"ADHD","start_with_long_delay"," test",5,7,4,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,2,61,1,6,0.5,1,"3i8lkN5J",1.26768070016988
"ADHD","start_with_long_delay"," test",5,7,5,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,3,62,1,6,0.5,1,"3i8lkN5J",0.900824399897829
"ADHD","start_with_long_delay"," test",5,7,6,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,3,62,1,6,0.5,1,"3i8lkN5J",0.570459600072354
"ADHD","start_with_long_delay"," test",5,7,7,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,0,3,62,1,6,0.5,1,"3i8lkN5J",0.731135600013658
"ADHD","start_with_long_delay"," test",5,7,8,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,3,62,1,6,0.5,1,"3i8lkN5J",0.939548800000921
"ADHD","start_with_long_delay"," test",5,7,9,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,4,63,1,6,0.5,1,"3i8lkN5J",0.789535199990496
"ADHD","start_with_long_delay"," test",5,7,10,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,5,64,1,6,0.5,1,"3i8lkN5J",0.424376800190657
"ADHD","start_with_long_delay"," test",5,7,11,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,5,64,1,6,0.5,1,"3i8lkN5J",0.731118299998343
"ADHD","start_with_long_delay"," test",5,7,12,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,5,64,1,6,0.5,1,"3i8lkN5J",0.490738600026816
"ADHD","start_with_long_delay"," test",5,7,13,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,6,65,1,6,0.5,1,"3i8lkN5J",0.208558900048956
"ADHD","start_with_long_delay"," test",5,7,14,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,7,66,1,6,0.5,1,"3i8lkN5J",1.22786149987951
"ADHD","start_with_long_delay"," test",5,7,15,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,7,66,1,6,0.5,1,"3i8lkN5J",0.928067200118676
"ADHD","start_with_long_delay"," test",5,7,16,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,8,67,1,6,0.5,1,"3i8lkN5J",0.74107989994809
"ADHD","start_with_long_delay"," test",5,7,17,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,8,67,1,6,0.5,1,"3i8lkN5J",0.549005500040948
"ADHD","start_with_long_delay"," test",5,7,18,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,8,67,1,6,0.5,1,"3i8lkN5J",0.687597000040114
"ADHD","start_with_long_delay"," test",5,7,19,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,9,68,1,6,0.5,1,"3i8lkN5J",1.02418849989772
"ADHD","start_with_long_delay"," test",5,7,20,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,9,68,1,6,0.5,1,"3i8lkN5J",0.699260100023821
"ADHD","start_with_long_delay"," test",5,7,21,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,1,10,69,1,6,0.5,1,"3i8lkN5J",0.745666099945083
"ADHD","start_with_long_delay"," test",5,7,22,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,10,69,1,6,0.5,1,"3i8lkN5J",0.899948799982667
"ADHD","start_with_long_delay"," test",5,7,23,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,11,70,1,6,0.5,1,"3i8lkN5J",1.13557219994254
"ADHD","start_with_long_delay"," test",5,7,24,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,1,12,71,1,6,0.5,1,"3i8lkN5J",0.722911899909377
"ADHD","start_with_long_delay"," test",5,7,25,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,12,71,1,6,0.5,1,"3i8lkN5J",0.783639499917626
"ADHD","start_with_long_delay"," test",6,1,1,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,0,71,1,6,0.5,1,"3i8lkN5J",0.658968799980357
"ADHD","start_with_long_delay"," test",6,1,2,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,1,72,1,6,0.5,1,"3i8lkN5J",0.529416200006381
"ADHD","start_with_long_delay"," test",6,1,3,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,1,72,1,6,0.5,1,"3i8lkN5J",0.921668600058183
"ADHD","start_with_long_delay"," test",6,1,4,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,2,73,1,6,0.5,1,"3i8lkN5J",0.756429499946535
"ADHD","start_with_long_delay"," test",6,1,5,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,3,74,1,6,0.5,1,"3i8lkN5J",0.576713099842891
"ADHD","start_with_long_delay"," test",6,1,6,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,3,74,1,6,0.5,1,"3i8lkN5J",2.32903649983928
"ADHD","start_with_long_delay"," test",6,1,7,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,0,3,74,1,6,0.5,1,"3i8lkN5J",0.408119099913165
"ADHD","start_with_long_delay"," test",6,1,8,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,4,75,1,6,0.5,1,"3i8lkN5J",0.929389500059187
"ADHD","start_with_long_delay"," test",6,1,9,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,5,76,1,6,0.5,1,"3i8lkN5J",1.42865239991806
"ADHD","start_with_long_delay"," test",6,1,10,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,5,76,1,6,0.5,1,"3i8lkN5J",0.893945799907669
"ADHD","start_with_long_delay"," test",6,1,11,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,6,77,1,6,0.5,1,"3i8lkN5J",0.663257400039583
"ADHD","start_with_long_delay"," test",6,1,12,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,6,77,1,6,0.5,1,"3i8lkN5J",0.923746400047094
"ADHD","start_with_long_delay"," test",6,1,13,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,6,77,1,6,0.5,1,"3i8lkN5J",0.931790699949488
"ADHD","start_with_long_delay"," test",6,1,14,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,6,77,1,6,0.5,1,"3i8lkN5J",0.707429099828005
"ADHD","start_with_long_delay"," test",6,1,15,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,7,78,1,6,0.5,1,"3i8lkN5J",0.692450899863616
"ADHD","start_with_long_delay"," test",6,1,16,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,7,78,1,6,0.5,1,"3i8lkN5J",0.557998199947178
"ADHD","start_with_long_delay"," test",6,1,17,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,8,79,1,6,0.5,1,"3i8lkN5J",0.33635829994455
"ADHD","start_with_long_delay"," test",6,1,18,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,8,79,1,6,0.5,1,"3i8lkN5J",1.13946820003912
"ADHD","start_with_long_delay"," test",6,1,19,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,9,80,1,6,0.5,1,"3i8lkN5J",1.38744849991053
"ADHD","start_with_long_delay"," test",6,1,20,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,9,80,1,6,0.5,1,"3i8lkN5J",0.512670600088313
"ADHD","start_with_long_delay"," test",6,1,21,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,10,81,1,6,0.5,1,"3i8lkN5J",0.99610190000385
"ADHD","start_with_long_delay"," test",6,1,22,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,11,82,1,6,0.5,1,"3i8lkN5J",0.632442299975082
"ADHD","start_with_long_delay"," test",6,1,23,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,12,83,1,6,0.5,1,"3i8lkN5J",0.657074199989438
"ADHD","start_with_long_delay"," test",6,1,24,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,12,83,1,6,0.5,1,"3i8lkN5J",0.506391099886969
"ADHD","start_with_long_delay"," test",6,1,25,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,12,83,1,6,0.5,1,"3i8lkN5J",0.531102299923077
"ADHD","start_with_long_delay"," test",7,7,1,3,4,3,4,0.55,0.65," left",1,0.35,0.45,0.55,0.65,0,0,83,1,6,0.5,1,"3i8lkN5J",1.51862189988606
"ADHD","start_with_long_delay"," test",7,7,2,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,0,0,83,1,6,0.5,1,"3i8lkN5J",1.30261110002175
"ADHD","start_with_long_delay"," test",7,7,3,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,0,83,1,6,0.5,1,"3i8lkN5J",1.0650182000827
"ADHD","start_with_long_delay"," test",7,7,4,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,1,84,1,6,0.5,1,"3i8lkN5J",0.734478800091892
"ADHD","start_with_long_delay"," test",7,7,5,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,2,85,1,6,0.5,1,"3i8lkN5J",0.357832100009546
"ADHD","start_with_long_delay"," test",7,7,6,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,0,2,85,1,6,0.5,1,"3i8lkN5J",1.88803709996864
"ADHD","start_with_long_delay"," test",7,7,7,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,0,2,85,1,6,0.5,1,"3i8lkN5J",0.854194700019434
"ADHD","start_with_long_delay"," test",7,7,8,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,1,3,86,1,6,0.5,1,"3i8lkN5J",0.607727299910039
"ADHD","start_with_long_delay"," test",7,7,9,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,4,87,1,6,0.5,1,"3i8lkN5J",1.6972647998482
"ADHD","start_with_long_delay"," test",7,7,10,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,1,5,88,1,6,0.5,1,"3i8lkN5J",0.796784600010142
"ADHD","start_with_long_delay"," test",7,7,11,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,5,88,1,6,0.5,1,"3i8lkN5J",0.980740000028163
"ADHD","start_with_long_delay"," test",7,7,12,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,5,88,1,6,0.5,1,"3i8lkN5J",0.74700290011242
"ADHD","start_with_long_delay"," test",7,7,13,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,6,89,1,6,0.5,1,"3i8lkN5J",1.08072330011055
"ADHD","start_with_long_delay"," test",7,7,14,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,6,89,1,6,0.5,1,"3i8lkN5J",0.44284710008651
"ADHD","start_with_long_delay"," test",7,7,15,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,1,7,90,1,6,0.5,1,"3i8lkN5J",0.765621199971065
"ADHD","start_with_long_delay"," test",7,7,16,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,7,90,1,6,0.5,1,"3i8lkN5J",1.0690005000215
"ADHD","start_with_long_delay"," test",7,7,17,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,8,91,1,6,0.5,1,"3i8lkN5J",0.630516099976376
"ADHD","start_with_long_delay"," test",7,7,18,4,1,4,1,0.65,0.35," left",1,0.35,0.45,0.55,0.65,0,8,91,1,6,0.5,1,"3i8lkN5J",0.729588200105354
"ADHD","start_with_long_delay"," test",7,7,19,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,8,91,1,6,0.5,1,"3i8lkN5J",1.0077724000439
"ADHD","start_with_long_delay"," test",7,7,20,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,0,8,91,1,6,0.5,1,"3i8lkN5J",3.13679849985056
"ADHD","start_with_long_delay"," test",7,7,21,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,9,92,1,6,0.5,1,"3i8lkN5J",0.749515000032261
"ADHD","start_with_long_delay"," test",7,7,22,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,10,93,1,6,0.5,1,"3i8lkN5J",0.647850200068206
"ADHD","start_with_long_delay"," test",7,7,23,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,10,93,1,6,0.5,1,"3i8lkN5J",1.12651120009832
"ADHD","start_with_long_delay"," test",7,7,24,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,11,94,1,6,0.5,1,"3i8lkN5J",0.66107919998467
"ADHD","start_with_long_delay"," test",7,7,25,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,11,94,1,6,0.5,1,"3i8lkN5J",0.656191800022498
"ADHD","start_with_long_delay"," test",8,1,1,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,1,95,1,6,0.5,1,"3i8lkN5J",1.7326396999415
"ADHD","start_with_long_delay"," test",8,1,2,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,1,2,96,1,6,0.5,1,"3i8lkN5J",0.912959799868986
"ADHD","start_with_long_delay"," test",8,1,3,4,3,3,4,0.65,0.55," right",2,0.35,0.45,0.55,0.65,0,2,96,1,6,0.5,1,"3i8lkN5J",0.992967400001362
"ADHD","start_with_long_delay"," test",8,1,4,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,2,96,1,6,0.5,1,"3i8lkN5J",0.634643899975345
"ADHD","start_with_long_delay"," test",8,1,5,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,1,3,97,1,6,0.5,1,"3i8lkN5J",0.564280799822882
"ADHD","start_with_long_delay"," test",8,1,6,1,3,3,1,0.35,0.55," right",2,0.35,0.45,0.55,0.65,1,4,98,1,6,0.5,1,"3i8lkN5J",1.28760970011353
"ADHD","start_with_long_delay"," test",8,1,7,1,3,1,3,0.35,0.55," left",1,0.35,0.45,0.55,0.65,0,4,98,1,6,0.5,1,"3i8lkN5J",0.644838500069454
"ADHD","start_with_long_delay"," test",8,1,8,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,5,99,1,6,0.5,1,"3i8lkN5J",0.732130199903622
"ADHD","start_with_long_delay"," test",8,1,9,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,5,99,1,6,0.5,1,"3i8lkN5J",0.827476699836552
"ADHD","start_with_long_delay"," test",8,1,10,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,6,100,1,6,0.5,1,"3i8lkN5J",1.44724530004896
"ADHD","start_with_long_delay"," test",8,1,11,1,4,1,4,0.35,0.65," left",1,0.35,0.45,0.55,0.65,0,6,100,1,6,0.5,1,"3i8lkN5J",0.746039099991322
"ADHD","start_with_long_delay"," test",8,1,12,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,7,101,1,6,0.5,1,"3i8lkN5J",0.675526600098237
"ADHD","start_with_long_delay"," test",8,1,13,4,2,2,4,0.65,0.45," right",2,0.35,0.45,0.55,0.65,0,7,101,1,6,0.5,1,"3i8lkN5J",0.931279200129211
"ADHD","start_with_long_delay"," test",8,1,14,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,1,8,102,1,6,0.5,1,"3i8lkN5J",1.65337099996395
"ADHD","start_with_long_delay"," test",8,1,15,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,8,102,1,6,0.5,1,"3i8lkN5J",0.857256500050426
"ADHD","start_with_long_delay"," test",8,1,16,2,4,4,2,0.45,0.65," right",2,0.35,0.45,0.55,0.65,0,8,102,1,6,0.5,1,"3i8lkN5J",0.471992700127885
"ADHD","start_with_long_delay"," test",8,1,17,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,8,102,1,6,0.5,1,"3i8lkN5J",0.820248499978334
"ADHD","start_with_long_delay"," test",8,1,18,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,1,9,103,1,6,0.5,1,"3i8lkN5J",1.00870890007354
"ADHD","start_with_long_delay"," test",8,1,19,3,4,4,3,0.55,0.65," right",2,0.35,0.45,0.55,0.65,1,10,104,1,6,0.5,1,"3i8lkN5J",0.676628799876198
"ADHD","start_with_long_delay"," test",8,1,20,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,11,105,1,6,0.5,1,"3i8lkN5J",1.98411189997569
"ADHD","start_with_long_delay"," test",8,1,21,1,2,2,1,0.35,0.45," right",2,0.35,0.45,0.55,0.65,0,11,105,1,6,0.5,1,"3i8lkN5J",1.18540519988164
"ADHD","start_with_long_delay"," test",8,1,22,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,12,106,1,6,0.5,1,"3i8lkN5J",1.9062191999983
"ADHD","start_with_long_delay"," test",8,1,23,4,2,4,2,0.65,0.45," left",1,0.35,0.45,0.55,0.65,1,13,107,1,6,0.5,1,"3i8lkN5J",1.19875660003163
"ADHD","start_with_long_delay"," test",8,1,24,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,0,13,107,1,6,0.5,1,"3i8lkN5J",1.31421019998379
"ADHD","start_with_long_delay"," test",8,1,25,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,13,107,1,6,0.5,1,"3i8lkN5J",0.742074300069362
"ADHD","start_with_long_delay"," practice",1,1,1,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,0,0,1,6,0.5,1,"3pcOJtnn",1.948266899999
"ADHD","start_with_long_delay"," practice",1,1,2,3,2,3,2,0.55,0.45," left",1,0.35,0.45,0.55,0.65,1,1,1,1,6,0.5,1,"3pcOJtnn",1.48293140000897
"ADHD","start_with_long_delay"," practice",1,1,3,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3pcOJtnn",1.78856930002803
"ADHD","start_with_long_delay"," practice",1,1,4,3,1,3,1,0.55,0.35," left",1,0.35,0.45,0.55,0.65,0,1,1,1,6,0.5,1,"3pcOJtnn",0.649098099995172
"ADHD","start_with_long_delay"," practice",1,1,5,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,1,2,2,1,6,0.5,1,"3pcOJtnn",2.00069459999213
"ADHD","start_with_long_delay"," test",1,7,1,1,4,4,1,0.35,0.65," right",2,0.35,0.45,0.55,0.65,0,0,2,1,6,0.5,1,"3pcOJtnn",0.828695399977732
"ADHD","start_with_long_delay"," test",1,7,2,4,3,4,3,0.65,0.55," left",1,0.35,0.45,0.55,0.65,1,1,3,1,6,0.5,1,"3pcOJtnn",0.800073699996574
"ADHD","start_with_long_delay"," test",1,7,3,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,1,2,4,1,6,0.5,1,"3pcOJtnn",1.40494090001448
"ADHD","start_with_long_delay"," test",1,7,4,1,2,1,2,0.35,0.45," left",1,0.35,0.45,0.55,0.65,0,2,4,1,6,0.5,1,"3pcOJtnn",1.09809360001236
"ADHD","start_with_long_delay"," test",1,7,5,2,1,1,2,0.45,0.35," right",2,0.35,0.45,0.55,0.65,1,3,5,1,6,0.5,1,"3pcOJtnn",1.97829739999725
"ADHD","start_with_long_delay"," test",1,7,6,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,4,6,1,6,0.5,1,"3pcOJtnn",2.57881690000067
"ADHD","start_with_long_delay"," test",1,7,7,2,3,2,3,0.45,0.55," left",1,0.35,0.45,0.55,0.65,0,4,6,1,6,0.5,1,"3pcOJtnn",0.617366799997399
"ADHD","start_with_long_delay"," test",1,7,8,3,1,1,3,0.55,0.35," right",2,0.35,0.45,0.55,0.65,0,4,6,1,6,0.5,1,"3pcOJtnn",1.09213259999524
"ADHD","start_with_long_delay"," test",1,7,9,3,2,2,3,0.55,0.45," right",2,0.35,0.45,0.55,0.65,0,4,6,1,6,0.5,1,"3pcOJtnn",1.22495450000861
"ADHD","start_with_long_delay"," test",1,7,10,2,3,3,2,0.45,0.55," right",2,0.35,0.45,0.55,0.65,1,5,7,1,6,0.5,1,"3pcOJtnn",1.41769639999256
"ADHD","start_with_long_delay"," test",1,7,11,4,1,1,4,0.65,0.35," right",2,0.35,0.45,0.55,0.65,1,6,8,1,6,0.5,1,"3pcOJtnn",1.32570810001926
"ADHD","start_with_long_delay"," test",1,7,12,2,1,2,1,0.45,0.35," left",1,0.35,0.45,0.55,0.65,1,7,9,1,6,0.5,1,"3pcOJtnn",1.3806273000082
